ano;cor;area;questao;idioma;distrator_mais_escolhido;maior_taxa_escolha;empate_escolha;max_similaridade_com_correta;valor_max_similaridade_com_correta;empate_similaridade_com_correta;coincide_similaridade_com_correta;max_sim_media_outros_distratores;valor_max_sim_media_outros_distratores;empate_sim_media_outros_distratores;coincide_sim_media_outros_distratores;max_diferenca_similaridade;valor_max_diferenca_similaridade;empate_diferenca_similaridade;coincide_diferenca_similaridade
2020;Amarela;CN;124;geral;D;0.1948968762976975;False;D;0.7620056867599487;False;True;D;0.5962584912776947;False;True;E;-0.00979212919871;False;False
2020;Amarela;CN;125;geral;E;0.2265596160944998;False;E;0.920448124408722;False;True;A;0.7559542854626974;False;False;B;0.0103766322135925;False;False
2020;Amarela;CN;126;geral;C;0.2502191262628592;False;E;0.6031160354614258;False;False;C;0.5453048646450043;False;True;A;0.0187636315822601;False;False
2020;Amarela;CN;127;geral;E;0.2432744220386692;False;D;0.6703804135322571;False;False;A;0.4313042958577474;False;False;B;0.0634785691897074;False;False
2020;Amarela;CN;128;geral;D;0.2431258376080225;False;C;0.9032351970672609;False;False;D;0.8460908532142639;False;True;D;0.0695732831954956;False;True
2020;Amarela;CN;129;geral;C;0.2366563638879918;False;C;0.71361243724823;False;True;B;0.6084833145141602;False;False;A;0.1784121294816336;False;False
2020;Amarela;CN;130;geral;B;0.2824561403508772;False;B;0.8161250948905945;False;True;B;0.7590732375780741;False;True;E;0.0209304690361022;False;False
2020;Amarela;CN;132;geral;C;0.2969529085872576;False;C;0.7507360577583313;False;True;D;0.6974571347236633;False;False;A;0.1436757644017537;False;False
2020;Amarela;CN;133;geral;C;0.42455006922012;False;B;0.7721972465515137;False;False;B;0.7228780190149943;False;False;C;0.0041280587514241;False;True
2020;Amarela;LC;1;espanhol;D;0.2370511598347632;False;A;0.54775071144104;False;False;A;0.3410784602165222;False;False;D;-0.0164437343676884;False;True
2020;Amarela;LC;1;inglês;A;0.2568965517241379;False;D;0.6301780939102173;False;False;D;0.3844929834206899;False;False;A;-0.0793142318725586;False;True
2020;Amarela;LC;2;espanhol;C;0.2570019096117122;False;C;0.5309106111526489;False;True;B;0.3662984569867452;False;False;B;-0.0944782296816508;False;False
2020;Amarela;LC;2;inglês;C;0.2810844115834873;False;C;0.6655158996582031;False;True;B;0.5506058037281036;False;False;A;0.0393966337045034;False;False
2020;Amarela;LC;3;espanhol;D;0.208950469820035;False;A;0.4489514231681824;False;False;A;0.4607332249482472;False;False;D;0.1397954920927684;False;True
2020;Amarela;LC;3;inglês;D;0.5122101628021707;False;B;0.2638603150844574;False;False;D;0.2501428474982579;False;True;C;0.0750182022651036;False;False
2020;Amarela;LC;4;espanhol;A;0.1761146496815286;False;A;0.3996627926826477;False;True;D;0.3493581016858418;False;False;C;0.0715454916159311;False;False
2020;Amarela;LC;4;inglês;E;0.077842098780638;False;B;0.6494477987289429;False;False;B;0.5820897817611694;False;False;C;0.0200893481572469;False;False
2020;Amarela;LC;5;espanhol;B;0.2924768887472107;False;B;0.5891557931900024;False;True;A;0.40869935353597;False;False;D;0.0886276264985402;False;False
2020;Amarela;LC;5;inglês;D;0.2479374461273242;False;E;0.6535784006118774;False;False;C;0.5622290074825287;False;False;B;-0.012408951918284;False;False
2020;Amarela;LC;6;geral;A;0.4097699366106653;False;E;0.7030380964279175;False;False;D;0.6679290334383646;False;False;A;0.0884727835655212;False;True
2020;Amarela;LC;7;geral;C;0.227749966774465;False;C;0.767017126083374;False;True;D;0.4144328832626343;False;False;A;0.0217933505773544;False;False
2020;Amarela;LC;8;geral;C;0.1255595443868279;False;A;0.4648886919021606;False;False;E;0.5144852995872498;False;False;E;0.3227754533290863;False;False
2020;Amarela;LC;9;geral;D;0.3900048778324686;False;B;0.5104660987854004;False;False;E;0.3705912133057912;False;False;C;-0.0211353401343027;False;False
2020;Amarela;LC;10;geral;E;0.3762920899693891;False;A;0.6517834663391113;False;False;A;0.4915869931379954;False;False;E;-0.0434667269388834;False;True
2020;Amarela;LC;11;geral;C;0.2949388406310937;False;E;0.4810793995857239;False;False;B;0.3967435657978058;False;False;D;0.1237215101718902;False;False
2020;Amarela;LC;12;geral;A;0.1299069561364643;False;E;0.5745162963867188;False;False;A;0.5384099880854288;False;True;C;0.1677182416121165;False;False
2020;Amarela;LC;13;geral;B;0.2788273904559162;False;C;0.6617801189422607;False;False;B;0.4063665270805358;False;True;D;0.0743411680062612;False;False
2020;Amarela;LC;14;geral;C;0.247028561291467;False;B;0.4806174337863922;False;False;D;0.5143096347649893;False;False;D;0.1319574614365896;False;False
2020;Amarela;LC;15;geral;E;0.0880957659055641;False;E;0.6285348534584045;False;True;C;0.5033768514792124;False;False;B;0.1760409375031789;False;False
2020;Amarela;LC;16;geral;D;0.3705147514840081;False;B;0.5401985049247742;False;False;E;0.4244569043318431;False;False;C;-0.0149772564570108;False;False
2020;Amarela;LC;17;geral;B;0.464478696075826;False;E;0.6157079935073853;False;False;C;0.510420173406601;False;False;D;0.0767729083697001;False;False
2020;Amarela;LC;18;geral;D;0.169132630459821;False;B;0.4108632206916809;False;False;E;0.6226165890693665;False;False;E;0.2343748211860656;False;False
2020;Amarela;LC;19;geral;A;0.2274721865165551;False;E;0.7018886804580688;False;False;E;0.5236748158931732;False;False;D;0.01324063539505;False;False
2020;Amarela;LC;20;geral;C;0.204470859575978;False;D;0.6535168886184692;False;False;D;0.5634347001711527;False;False;C;0.1443642477194468;False;True
2020;Amarela;LC;21;geral;A;0.193927304964539;False;C;0.5430752038955688;False;False;A;0.581879993279775;False;True;A;0.1459027131398519;False;True
2020;Amarela;LC;22;geral;A;0.4133037694013304;False;D;0.2972585260868072;False;False;A;0.1830794339378674;False;True;C;0.0508323187629382;False;False
2020;Amarela;LC;23;geral;E;0.1443253300256932;False;C;0.7589326500892639;False;False;B;0.66916956504186;False;False;E;0.0058198670546213;False;True
2020;Amarela;LC;24;geral;A;0.250509525919362;False;A;0.388052761554718;False;True;D;0.3581000566482544;False;False;B;0.0734415451685587;False;False
2020;Amarela;LC;25;geral;B;0.3934854863727011;False;C;0.4885784983634949;False;False;B;0.3587800562381744;False;True;E;0.0071702351172764;False;False
2020;Amarela;LC;26;geral;A;0.1525739369485212;False;A;0.5760103464126587;False;True;A;0.6158661246299744;False;True;E;0.2958322366078695;False;False
2020;Amarela;LC;27;geral;B;0.2261386841871615;False;B;0.5323609113693237;False;True;C;0.370079552133878;False;False;C;0.0320303787787755;False;False
2020;Amarela;LC;28;geral;A;0.2527833222444001;False;E;0.5744796991348267;False;False;D;0.4686949948469798;False;False;B;0.0723982354005178;False;False
2020;Amarela;LC;29;geral;A;0.0533670481767367;False;E;0.3917255699634552;False;False;C;0.2960495601097742;False;False;A;0.1101885711153348;False;True
2020;Amarela;LC;30;geral;A;0.0778535980148883;False;A;0.6697234511375427;False;True;A;0.6152900457382202;False;True;E;0.1430107851823172;False;False
2020;Amarela;LC;31;geral;C;0.3097529604825476;False;A;0.6270674467086792;False;False;D;0.5193817615509033;False;False;D;0.0216798484325408;False;False
2020;Amarela;LC;32;geral;C;0.131793598723291;False;B;0.4848721623420715;False;False;C;0.2709604601065318;False;True;E;0.0614443520704904;False;False
2020;Amarela;LC;33;geral;A;0.4799627213420316;False;E;0.5539441108703613;False;False;A;0.5756685137748718;False;True;A;0.1778780817985535;False;True
2020;Amarela;LC;34;geral;E;0.1352813372943732;False;B;0.6937938332557678;False;False;E;0.5600361029307047;False;True;C;0.0822486480077108;False;False
2020;Amarela;LC;35;geral;A;0.4420360664475437;False;E;0.5440143346786499;False;False;D;0.5603248874346415;False;False;B;0.0784987211227417;False;False
2020;Amarela;LC;36;geral;A;0.2434277607837921;False;A;0.5168636441230774;False;True;D;0.4721211592356364;False;False;C;-0.0016589959462483;False;False
2020;Amarela;LC;37;geral;B;0.169281914893617;False;E;0.3360680639743805;False;False;E;0.2922037045160929;False;False;A;0.0642997473478316;False;False
2020;Amarela;LC;38;geral;C;0.1869424348675158;False;B;0.3995725512504577;False;False;E;0.3393905758857727;False;False;C;0.0580050845940907;False;True
2020;Amarela;LC;39;geral;D;0.2312061773320316;False;C;0.4223124384880066;False;False;D;0.3208199143409729;False;True;D;-0.071815401315689;False;True
2020;Amarela;LC;40;geral;B;0.1744897959183673;False;C;0.7109718322753906;False;False;B;0.3568087617556254;False;True;D;0.0375683605670929;False;False
2020;Amarela;LC;41;geral;A;0.0904937231069511;False;E;0.8115214705467224;False;False;A;0.6208208600680033;False;True;C;-0.0368892947832743;False;False
2020;Amarela;LC;42;geral;D;0.285226264418811;False;B;0.5518309473991394;False;False;D;0.5357169707616171;False;True;C;0.0232846736907959;False;False
2020;Amarela;LC;43;geral;A;0.2338387869114126;False;A;0.500948429107666;False;True;E;0.5015125473340353;False;False;E;0.2278262575467428;False;False
2020;Amarela;LC;44;geral;A;0.0434087882822902;False;C;0.5829881429672241;False;False;D;0.5038989782333374;False;False;A;3.1262636184747894e-05;False;True
2020;Amarela;LC;45;geral;D;0.270895290514448;False;D;0.4429323077201843;False;True;B;0.4240959783395131;False;False;B;0.0987622638543447;False;False
2020;Amarela;MT;146;geral;B;0.1847439626910468;False;A;0.9129184484481812;False;False;B;0.8696281711260477;False;True;B;0.1414446632067362;False;True
2020;Amarela;MT;152;geral;B;0.2706110572259941;False;B;0.858978271484375;False;True;D;0.8318002820014954;False;False;A;0.0858509739240011;False;False
2020;Amarela;MT;158;geral;B;0.2405226947407304;False;B;0.8404976725578308;False;True;D;0.8280214866002401;False;False;E;0.0879249374071756;False;False
2020;Azul;CH;46;geral;A;0.337570991699432;False;B;0.4290912449359894;False;False;A;0.4622148672739665;False;True;C;0.1063230037689209;False;False
2020;Azul;CH;47;geral;D;0.2369467383230655;False;D;0.5048800706863403;False;True;B;0.4982552131017049;False;False;B;0.1474236746629079;False;False
2020;Azul;CH;48;geral;A;0.3047202797202797;False;C;0.4706871807575226;False;False;D;0.4288124938805898;False;False;D;0.0087039073308308;False;False
2020;Azul;CH;49;geral;A;0.2892753877157627;False;A;0.5848175287246704;False;True;D;0.662760059038798;False;False;B;0.154168059428533;False;False
2020;Azul;CH;50;geral;A;0.1096974466596712;False;A;0.4806803464889526;False;True;E;0.3865660528341929;False;False;E;0.0245361427466075;False;False
2020;Azul;CH;51;geral;B;0.1398479153920112;False;A;0.2943091988563537;False;False;E;0.2778925746679305;False;False;E;0.0307694226503372;False;False
2020;Azul;CH;52;geral;E;0.1694655820869413;False;E;0.4383769333362579;False;True;E;0.3124383836984634;False;True;B;-0.0186782429615657;False;False
2020;Azul;CH;53;geral;A;0.2247672334659264;False;B;0.5096917152404785;False;False;B;0.4960456689198811;False;False;C;0.0301880836486816;False;False
2020;Azul;CH;54;geral;C;0.0739396589418452;False;D;0.4830459356307983;False;False;C;0.3952700595060984;False;True;C;0.0238868991533915;False;True
2020;Azul;CH;55;geral;A;0.3107942617214835;False;C;0.5262681245803833;False;False;C;0.4418647785981496;False;False;B;0.0820163836081822;False;False
2020;Azul;CH;56;geral;B;0.2827284652383035;False;B;0.529600203037262;False;True;B;0.4758258859316508;False;True;B;-0.0537743171056111;False;True
2020;Azul;CH;57;geral;A;0.2967081071616179;False;D;0.4046612381935119;False;False;A;0.4498874445756276;False;True;A;0.1697464187939962;False;True
2020;Azul;CH;58;geral;D;0.190274194253728;False;C;0.3853738009929657;False;False;A;0.3560191392898559;False;False;A;0.0107328295707702;False;False
2020;Azul;CH;59;geral;E;0.2201951262195388;False;D;0.5708907842636108;False;False;A;0.4602432350317637;False;False;A;-0.0077613194783528;False;False
2020;Azul;CH;60;geral;B;0.2507540983606557;False;A;0.4342187345027923;False;False;B;0.481349766254425;False;True;C;0.1604977250099182;False;False
2020;Azul;CH;61;geral;B;0.2324869990822881;False;B;0.3944964706897735;False;True;B;0.4066019554932912;False;True;A;0.1433297942082087;False;False
2020;Azul;CH;62;geral;A;0.3999125300677892;False;A;0.5409114360809326;False;True;E;0.4950634737809499;False;False;C;0.1334605713685353;False;False
2020;Azul;CH;63;geral;C;0.4221949938736216;False;E;0.4632603228092193;False;False;C;0.4470169941584269;False;True;D;0.1135232647260029;False;False
2020;Azul;CH;64;geral;A;0.2440658666900236;False;D;0.5463826060295105;False;False;B;0.4328427712122599;False;False;A;-0.0179983377456665;False;True
2020;Azul;CH;65;geral;A;0.2747911289969817;False;A;0.4431266188621521;False;True;E;0.4365682204564411;False;False;C;0.0433519283930461;False;False
2020;Azul;CH;66;geral;D;0.1249179035859713;False;D;0.4424676299095154;False;True;D;0.4257885913054148;False;True;C;0.0983942449092865;False;False
2020;Azul;CH;67;geral;A;0.4934803535486129;False;A;0.6908883452415466;False;True;A;0.5593558351198832;False;True;D;-0.0051404039065043;False;False
2020;Azul;CH;68;geral;C;0.2391923262231177;False;C;0.3873595893383026;False;True;E;0.3510528206825256;False;False;E;0.0505008101463318;False;False
2020;Azul;CH;69;geral;A;0.2809996936140412;False;B;0.3738170862197876;False;False;B;0.3689073622226715;False;False;A;0.1432278752326966;False;True
2020;Azul;CH;70;geral;B;0.245467285626697;False;A;0.4502238035202026;False;False;C;0.3858249286810557;False;False;B;0.0913681387901306;False;True
2020;Azul;CH;71;geral;E;0.138356524022053;False;D;0.6673932075500488;False;False;A;0.4449756443500519;False;False;B;0.097347507874171;False;False
2020;Azul;CH;72;geral;A;0.4451013883414356;False;A;0.3587484359741211;False;True;D;0.3216170767943063;False;False;C;0.1257318059603373;False;False
2020;Azul;CH;73;geral;E;0.1837556343267253;False;A;0.3735263645648956;False;False;E;0.4640530943870544;False;True;E;0.1130014061927795;False;True
2020;Azul;CH;74;geral;B;0.2240949087247734;False;E;0.5266999006271362;False;False;E;0.5391372541586558;False;False;D;0.2126480440298716;False;False
2020;Azul;CH;75;geral;A;0.2684466657898198;False;D;0.4426708519458771;False;False;E;0.435263454914093;False;False;B;0.0957128703594208;False;False
2020;Azul;CH;76;geral;E;0.2842013129102844;False;D;0.447108656167984;False;False;C;0.3385196725527445;False;False;A;-0.0558391114075978;False;False
2020;Azul;CH;77;geral;D;0.5108590944916368;False;D;0.5030413866043091;False;True;D;0.3372705678145091;False;True;B;0.0168916136026381;False;False
2020;Azul;CH;78;geral;D;0.1928633975481611;False;B;0.5511527061462402;False;False;B;0.5640220443407694;False;False;D;0.1202824215094248;False;True
2020;Azul;CH;79;geral;B;0.1749737210932025;False;B;0.2517478764057159;False;True;E;0.271072452267011;False;False;A;0.0913823743661245;False;False
2020;Azul;CH;80;geral;A;0.2081471747700394;False;D;0.6423114538192749;False;False;B;0.3387244443098704;False;False;A;0.0210797488689422;False;True
2020;Azul;CH;81;geral;A;0.3312601287722833;False;E;0.3850666284561157;False;False;A;0.2922949095567067;False;True;A;0.0570673694213231;False;True
2020;Azul;CH;82;geral;B;0.1683233349389149;False;B;0.2997206449508667;False;True;B;0.3779174586137135;False;True;E;0.1087969144185383;False;False
2020;Azul;CH;83;geral;A;0.2991494212556997;False;B;0.6168609857559204;False;False;B;0.3774267037709554;False;False;E;-0.0440203746159871;False;False
2020;Azul;CH;84;geral;D;0.2663424465474938;False;A;0.2931417226791382;False;False;A;0.5576612055301666;False;False;B;0.2651020089785258;False;False
2020;Azul;CH;85;geral;A;0.188859649122807;False;E;0.5344122052192688;False;False;C;0.5503429571787516;False;False;A;0.1528570552666983;False;True
2020;Azul;CH;86;geral;B;0.2951279355064844;False;B;0.4664465188980102;False;True;B;0.4704512357711792;False;True;C;0.0846504072348277;False;False
2020;Azul;CH;87;geral;A;0.2285213581599123;False;C;0.4780386388301849;False;False;B;0.3253902792930603;False;False;B;-0.0099790096282958;False;False
2020;Azul;CH;88;geral;B;0.1318416673964445;False;D;0.5048508644104004;False;False;B;0.2972933650016784;False;True;B;0.0648428201675415;False;True
2020;Azul;CH;89;geral;E;0.1498752134506764;False;E;0.374368816614151;False;True;E;0.4097773532072703;False;True;B;0.0777180393536885;False;False
2020;Azul;CH;90;geral;B;0.2300826880168001;False;B;0.4781970977783203;False;True;B;0.3411031067371368;False;True;A;0.009328119456768;False;False
2020;Azul;CN;91;geral;E;0.2092542388457473;False;E;0.920448124408722;False;True;A;0.7559542854626974;False;False;B;0.0103766322135925;False;False
2020;Azul;CN;92;geral;C;0.2603702512747485;False;E;0.6031160354614258;False;False;C;0.5453048646450043;False;True;A;0.0187636315822601;False;False
2020;Azul;CN;93;geral;D;0.2761032626202199;False;A;0.943200707435608;False;False;D;0.8334817886352539;False;True;E;0.0330430070559183;False;False
2020;Azul;CN;95;geral;E;0.2256744955646458;False;D;0.6703804135322571;False;False;A;0.4313042958577474;False;False;B;0.0634785691897074;False;False
2020;Azul;CN;96;geral;D;0.2571099861942015;False;C;0.9032351970672609;False;False;D;0.8460908532142639;False;True;D;0.0695732831954956;False;True
2020;Azul;CN;97;geral;C;0.2728442728442728;False;C;0.71361243724823;False;True;B;0.6084833145141602;False;False;A;0.1784121294816336;False;False
2020;Azul;CN;98;geral;B;0.2923140571848855;False;B;0.8161250948905945;False;True;B;0.7590732375780741;False;True;E;0.0209304690361022;False;False
