cor;area;questao;pct_branco;pct_dupla;pct_A;pct_B;pct_C;pct_D;pct_E
Azul;Linguagens, Códigos e suas Tecnologias;1;0.002330844846806067;0.0007431679221700504;0.033444022770398485;0.09125101653564652;0.03293575494714015;0.04879371103280022;0.7935754947140147
Azul;Linguagens, Códigos e suas Tecnologias;2;0.001452555484241462;0.0003378036009863865;0.006734348561759729;0.016717428087986465;0.9134010152284264;0.04179357021996616;0.02135363790186125
Azul;Linguagens, Códigos e suas Tecnologias;3;0.003107793129074756;0.0007093875620714117;0.02360122075279756;0.8054255679891489;0.05801966768396066;0.0728382502543235;0.040115293319769416
Azul;Linguagens, Códigos e suas Tecnologias;4;0.0014863358443401007;0.0007093875620714117;0.012153835737016724;0.011002776085042996;0.011476741824091;0.040727198862482224;0.9246394474913671
Azul;Linguagens, Códigos e suas Tecnologias;5;0.0014863358443401007;0.0008107286423673277;0.061791095310648386;0.013069239884882343;0.7665820213306247;0.10556966311156256;0.05298798036228204
Azul;Linguagens, Códigos e suas Tecnologias;6;0.0040536432118366385;0.0007431679221700504;0.1888937917925393;0.09555004921760972;0.28179627303893284;0.14924815858253285;0.2845117273683853
Azul;Linguagens, Códigos e suas Tecnologias;7;0.0016890180049319325;0.0003378036009863865;0.024202010628575295;0.06908573943066039;0.09565717767322209;0.7641742544765258;0.04688081779101649
Azul;Linguagens, Códigos e suas Tecnologias;8;0.0016890180049319325;0.0005742661216768571;0.04519907908992416;0.025189599133261104;0.03507583965330444;0.8438177139761647;0.05071776814734561
Azul;Linguagens, Códigos e suas Tecnologias;9;0.0021619430463128736;0.0004729250413809411;0.3162066045723963;0.154614733276884;0.3189839119390347;0.11031329381879763;0.09988145639288738
Azul;Linguagens, Códigos e suas Tecnologias;10;0.002905110968482924;0.000675607201972773;0.19876597620096959;0.6127402786724073;0.04675051700172899;0.07960131538800556;0.062141912736888495
Azul;Linguagens, Códigos e suas Tecnologias;11;0.0028375502482856467;0.0004729250413809411;0.052296220979495;0.058837485172004746;0.19816980172852058;0.5796305710896458;0.11106592103033384
