cor;area;questao;pct_branco;pct_dupla;pct_A;pct_B;pct_C;pct_D;pct_E
Azul;Linguagens, Códigos e suas Tecnologias;1;0.004340138241440283;0.000562610512779296;0.054761327841046765;0.1276552782489298;0.13270333575640095;0.12918988773120105;0.5556901704224214
Azul;Linguagens, Códigos e suas Tecnologias;2;0.0012859668863526765;0.000281305256389648;0.3177701750855303;0.18068021734755485;0.27748037834574363;0.12956329241296036;0.09450593680821091
Azul;Linguagens, Códigos e suas Tecnologias;3;0.0027728660986979584;0.00024111879119112682;0.23455197710508283;0.29235358136160267;0.0982707888266355;0.09778709339352654;0.27703655931315246
Azul;Linguagens, Códigos e suas Tecnologias;4;0.001125221025558592;0.0010046616299630284;0.932342636220853;0.020619387056501952;0.011799766421006;0.01606862389754742;0.01916958640409166
Azul;Linguagens, Códigos e suas Tecnologias;5;0.0030139848898890855;0.0007233563735733804;0.1430357791133879;0.11383163244725908;0.2843773950223872;0.2353676737525715;0.22338751966439432
Azul;Linguagens, Códigos e suas Tecnologias;6;0.0028130525638964798;0.00040186465198521136;0.5899451701338494;0.09240445089501693;0.11465892597968069;0.11038542170617642;0.09260603128527657
Azul;Linguagens, Códigos e suas Tecnologias;7;0.0014065262819482399;0.00032149172158816913;0.11299867155106477;0.6049273378688459;0.14741757578197334;0.07403083611770862;0.06062557868040739
Azul;Linguagens, Códigos e suas Tecnologias;8;0.0030541713550876065;0.0006027969779778171;0.07477917154035413;0.4925583834146735;0.15814947767515025;0.19436937845359578;0.08014358891622636
Azul;Linguagens, Códigos e suas Tecnologias;9;0.0020093232599260567;0.00040186465198521136;0.059619722848855944;0.08020464067031904;0.06582339671285853;0.7537060908797938;0.04064614888817274
Azul;Linguagens, Códigos e suas Tecnologias;10;0.0018485773991319724;0.0004420511171837325;0.08704233294397229;0.4795585451323156;0.061344503967454785;0.02847706126394651;0.34357755669231077
Azul;Linguagens, Códigos e suas Tecnologias;11;0.0016074586079408454;0.00020093232599260568;0.2264583920447683;0.2015379041024196;0.3744917267200773;0.09066387535730101;0.10684810177543379
Azul;Linguagens, Códigos e suas Tecnologias;12;0.0018083909339334512;0.00024111879119112682;0.22993597229493012;0.46462368622397615;0.06298071115048524;0.1512100833568236;0.09124954697378489
Azul;Linguagens, Códigos e suas Tecnologias;13;0.004420511171837325;0.00040186465198521136;0.20792279114844128;0.21099176223550314;0.2303343563236957;0.16475528993700533;0.18599580035535454
Azul;Linguagens, Códigos e suas Tecnologias;14;0.001486899212345282;0.00032149172158816913;0.0726679818028101;0.06276420145738557;0.7691533475582752;0.04102419582108781;0.05439027336044124
Azul;Linguagens, Códigos e suas Tecnologias;15;0.0022102555859186625;0.00032149172158816913;0.1275935699609202;0.25317271665122276;0.3702107086741066;0.16550501591394384;0.08351798879980661
Azul;Linguagens, Códigos e suas Tecnologias;16;0.0028130525638964798;0.00024111879119112682;0.18687520154788778;0.4949613028055466;0.03591583360206385;0.16651886488229603;0.11572879716220574
Azul;Linguagens, Códigos e suas Tecnologias;17;0.0028130525638964798;0.00032149172158816913;0.5599048617270015;0.03898250423284689;0.023421752801741514;0.051318229460614366;0.3263726517777957
Azul;Linguagens, Códigos e suas Tecnologias;18;0.002571933772705353;0.000562610512779296;0.2199064742401032;0.08993791824558575;0.2960574054664194;0.06050955414012739;0.33358864790776427
Azul;Linguagens, Códigos e suas Tecnologias;19;0.003456036007072818;0.0009644751647645073;0.03903285702752886;0.05751998062484863;0.09994348914184226;0.049447000888027774;0.7540566723177525
Azul;Linguagens, Códigos e suas Tecnologias;20;0.0024513743771097892;0.00012055939559556341;0.02880741337630943;0.18082191780821918;0.7498791297340854;0.025382755842062853;0.015108783239323126
Azul;Linguagens, Códigos e suas Tecnologias;21;0.0026924931683009164;0.0004420511171837325;0.0296702410707087;0.04583568491493993;0.7215996129968556;0.11811658469725067;0.0847778763202451
Azul;Linguagens, Códigos e suas Tecnologias;22;0.0013261533515511975;0.000281305256389648;0.048824665915311545;0.6854773788439865;0.11056995652873933;0.07607470616647882;0.07905329254548382
Azul;Linguagens, Códigos e suas Tecnologias;23;0.003456036007072818;0.0006429834431763383;0.2659995157775805;0.43067549027519975;0.09119522233879429;0.14542813332257284;0.06670163828585264
Azul;Linguagens, Códigos e suas Tecnologias;24;0.004139205915447677;0.0008037293039704227;0.16239247203263196;0.08258955615685958;0.21279431363838294;0.39231048826784054;0.14991316990428497
Azul;Linguagens, Códigos e suas Tecnologias;25;0.00353640893746986;0.0008037293039704227;0.28535679690022603;0.12076202776880852;0.17331288343558282;0.17726832418469488;0.24329996771068776
