cor;area;questao;pct_branco;pct_dupla;pct_A;pct_B;pct_C;pct_D;pct_E
Azul;Linguagens, Códigos e suas Tecnologias;1;0.0028123593820308986;0.00022498875056247187;0.07785759957874148;0.06352728777221951;0.25990145559860084;0.5714823033813518;0.027231353669086397
Azul;Linguagens, Códigos e suas Tecnologias;2;0.005812209389530524;0.00037498125093745314;0.5541259480058861;0.10768592234841338;0.04731539825680112;0.02282760442214089;0.2680451269667585
Azul;Linguagens, Códigos e suas Tecnologias;3;0.003637318134093295;0.0004124793760311984;0.12383283132530121;0.09932228915662651;0.5897590361445784;0.13889307228915662;0.04819277108433735
Azul;Linguagens, Códigos e suas Tecnologias;4;0.004499775011249437;0.00044997750112494374;0.5684353331323485;0.02660536629484474;0.04280976786252638;0.046615917998191134;0.31553361471208924
Azul;Linguagens, Códigos e suas Tecnologias;5;0.0031498425078746064;0.000599970001499925;0.054388738331827766;0.10124962360734718;0.044715447154471545;0.10309394760614272;0.6965522433002108
Azul;Linguagens, Códigos e suas Tecnologias;6;0.0026998650067496625;0.00026248687565621717;0.04039264357441047;0.14460867275941178;0.0368197374854263;0.7427131520553613;0.0354657941253902
Azul;Linguagens, Códigos e suas Tecnologias;7;0.006224688765561722;0.0002999850007499625;0.09628595153619687;0.26364459877708163;0.4996980448403412;0.08371706801539971;0.056654336830980596
Azul;Linguagens, Códigos e suas Tecnologias;8;0.0047247637618119094;0.00022498875056247187;0.10853180584865843;0.08889810069339765;0.4990955682845945;0.1756104914078987;0.12786403376545072
Azul;Linguagens, Códigos e suas Tecnologias;9;0.003974801259937003;0.0004124793760311984;0.051862453391586;0.2791985235960981;0.13611540054988513;0.4303039433542993;0.10251967910813152
Azul;Linguagens, Códigos e suas Tecnologias;10;0.005062246887655617;7.499625018749062e-05;0.052052316158456145;0.722777128641966;0.04692623723191738;0.13580339979646452;0.04244091817119596
Azul;Linguagens, Códigos e suas Tecnologias;11;0.002849857507124644;0.00018749062546872657;0.5381577462669725;0.2628728325873547;0.08835144995674578;0.08718546658141196;0.02343250460751495
Azul;Linguagens, Códigos e suas Tecnologias;12;0.00423728813559322;0.00018749062546872657;0.06919020715630884;0.16583804143126177;0.0631638418079096;0.5926553672316384;0.10915254237288136
Azul;Linguagens, Códigos e suas Tecnologias;13;0.0048372581370931455;7.499625018749062e-05;0.1964050194068659;0.17794023438972;0.3235482533820703;0.18434638429362776;0.11776010852771603
Azul;Linguagens, Códigos e suas Tecnologias;14;0.0032998350082495873;0.00011249437528123593;0.13681002370470707;0.050231403092899876;0.04688264288670655;0.7283741581066335;0.03770177220905294
Azul;Linguagens, Códigos e suas Tecnologias;15;0.005174741262936853;0.00026248687565621717;0.0821551106586736;0.08196659503072805;0.3637597556837462;0.12012215812690873;0.3519963804999434
